anime_id,name,genre,type,episodes,rating,members,rating_10,rating_100,rating_1000
890,Yuusha-Ou GaoGaiGar,"Adventure, Mecha, Sci-Fi, Shounen",TV,49,7.96,10031,7.96,111.44021379237,796
7645,Heartcatch Precure!,"Action, Comedy, Fantasy, Magic, School, Shoujo, Slice of Life",TV,49,7.89,12825,7.89,111.329073373625,789
90,Mobile Suit Gundam Wing,"Action, Drama, Mecha, Military, Sci-Fi, Space",TV,49,7.87,86001,7.87,110.032135770781,787
132,GetBackers,"Action, Comedy, Drama, Mystery, Shounen, Super Power, Supernatural",TV,49,7.73,73536,7.73,108.142183341016,773
2012,Jigoku Sensei Nube,"Adventure, Comedy, Horror, Romance, School, Shounen, Supernatural",TV,49,7.65,8908,7.65,105.857622001828,765
2835,Patalliro!,"Adventure, Comedy, Romance, Shoujo, Shounen Ai",TV,49,7.63,2409,7.63,106.917790367056,763
96,Mobile Fighter G Gundam,"Adventure, Comedy, Drama, Martial Arts, Mecha, Romance, Sci-Fi, Space, Sports",TV,49,7.62,36338,7.62,103.508589650847,762
1459,Uchuu no Kishi Tekkaman Blade,"Action, Adventure, Drama, Mecha, Military, Romance, Sci-Fi, Shounen, Space",TV,49,7.58,8546,7.58,100.988465843173,758
5273,Miracle Giants Doumu-kun,Sports,TV,49,7.46,680,7.46,101.878305959188,746
9013,Kuruneko Season 2,"Comedy, Slice of Life",TV,49,7.38,675,7.38,105.063699820042,738
351,Ojamajo Doremi Sharp,"Comedy, Magic, Shoujo",TV,49,7.32,7878,7.32,102.713389955589,732
1932,Yes! Precure 5,"Action, Fantasy, Magic, School, Shoujo",TV,49,7.3,6390,7.3,102.598115731065,730
2283,Red Baron,"Action, Mecha, Sci-Fi, Shounen",TV,49,7.27,1188,7.27,99.2361354871425,727
1534,Futari wa Precure: Splash☆Star,"Action, Comedy, Fantasy, Magic, Shoujo",TV,49,7.25,5384,7.25,97.8413266135794,725
1397,Macross 7,"Action, Adventure, Comedy, Drama, Mecha, Military, Music, Romance, Sci-Fi, Shounen",TV,49,7.23,15420,7.23,98.0410822345323,723
2577,Tom Sawyer no Bouken,"Adventure, Drama, Historical, Slice of Life",TV,49,7.15,2322,7.15,109.485260461742,715
929,Aura Battler Dunbine,"Adventure, Mecha, Sci-Fi",TV,49,7.14,3694,7.14,98.2397757838777,714
603,Futari wa Precure,"Action, Comedy, Fantasy, Magic, Shoujo",TV,49,6.99,17671,6.99,98.135168048286,699
3129,Kaibutsu-kun,"Comedy, Horror",TV,49,6.93,460,6.93,96.2926044209695,693
21407,Happiness Charge Precure!,"Action, Fantasy, Magic, Shoujo",TV,49,6.91,4884,6.91,98.30295452285,691
3162,Makiba no Shoujo Katri,"Adventure, Drama, Historical, Slice of Life",TV,49,6.9,1048,6.9,97.2025267642176,690
16419,Dokidoki! Precure,"Action, Fantasy, Magic, Shoujo",TV,49,6.89,7571,6.89,102.974839069265,689
19825,Saikyou Ginga Ultimate Zero: Battle Spirits,Shounen,TV,49,6.86,730,6.86,92.585959821189,686
3438,Moero! Top Striker,"Action, Shounen, Sports",TV,49,6.79,2072,6.79,95.6290773160394,679
3878,Mahou Shoujo Lalabel,"Comedy, Magic, Shoujo, Slice of Life",TV,49,6.65,635,6.65,92.7781121691477,665
10808,Mobile Suit Gundam AGE,"Action, Mecha, Sci-Fi, Space",TV,49,6.6,18031,6.6,92.3969851749332,660
23409,Duel Masters VS,"Action, Adventure, Comedy, Shounen",TV,49,6.27,374,6.27,88.7732577254771,627
3576,Kodai Ouja Kyouryuu King,"Adventure, Fantasy, Kids",TV,49,6.14,4402,6.14,85.5868912618897,614
6771,Dorimogu Daa!!,"Adventure, Fantasy, Kids",TV,49,6.98,179,6.98,99.9459604722417,698
15865,Tamagotchi! Yume Kira Dream,"Comedy, Kids",TV,49,6.41,212,6.41,84.6124288476431,641
9175,Tsuruhime Ja!,"Comedy, Kids, Shoujo, Slice of Life",TV,49,5.54,89,5.54,79.7631385863723,554
