anime_id,name,genre,type,episodes,rating,members,rating_10,rating_100,rating_1000
338,Rose of Versailles,"Adventure, Drama, Historical, Romance, Shoujo",TV,40,8.4,32188,8.4,118.814497612716,840
1375,Watashi no Ashinaga Ojisan,"Comedy, Historical, Romance, School, Shoujo, Slice of Life",TV,40,7.87,5600,7.87,105.829630567271,787
2557,Trapp Ikka Monogatari,"Drama, Historical, Music, Romance",TV,40,7.75,2839,7.75,108.270052472735,775
2558,Wakakusa Monogatari: Nan to Jo-sensei,"Drama, Historical, School, Slice of Life",TV,40,7.73,2577,7.73,110.08895388285,773
1069,Chou Denji Machine Voltes V,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",TV,40,7.54,3201,7.54,101.591899694114,754
3305,Muteki Koujin Daitarn 3,"Mecha, Sci-Fi",TV,40,7.25,1270,7.25,104.976614295307,725
872,Mahou Shoujo-tai Arusu,"Adventure, Comedy, Fantasy, Magic",TV,40,7.24,16571,7.24,104.320318102837,724
2913,Daisougen no Chiisana Tenshi: Bush Baby,"Adventure, Drama",TV,40,7.16,889,7.16,98.8623653694325,716
2749,Heisei Inu Monogatari Bow,"Adventure, Comedy",TV,40,7.05,428,7.05,99.426703594529,705
6468,Tensai Bakabon,"Comedy, Slice of Life",TV,40,6.66,313,6.66,96.1698477400359,666
6130,Marie &amp; Gali,Comedy,TV,40,6.48,2373,6.48,90.6533349035283,648
2285,D.I.C.E.,"Action, Adventure, Kids, Mecha, Sci-Fi, Shounen",TV,40,6.31,2744,6.31,91.3156390123288,631
17237,Peeping Life: World History,"Comedy, Historical, Slice of Life",ONA,40,6.21,361,6.21,87.2570905383632,621
3573,Moegaku★5,"Magic, Parody",TV,40,5.93,572,5.93,78.7575775711966,593
22509,Manga Nihonshi (NHK Han),Historical,TV,40,7.55,188,7.55,109.921969783493,755
4121,Meimon! Daisan Yakyuubu,"Action, Shounen, Sports",TV,40,6.44,214,6.44,92.4413282432209,644
25059,"Nikoniko, Pun","Comedy, Fantasy, Kids",TV,40,5.88,62,5.88,82.9184236951613,588
29375,Robot Pulta,"Adventure, Comedy, Kids, Mecha",TV,40,5,45,5,69.105512573062,500
9906,Sue Cat,"Adventure, Music, Shoujo",TV,40,6.27,116,6.27,88.3914092084461,627
