anime_id,name,genre,type,episodes,rating,members,rating_10,rating_100,rating_1000
1021,Kaikan Phrase,"Drama, Music, Romance, Shoujo",TV,44,7.55,8142,7.55,100.345139804528,755
142,Kamikaze Kaitou Jeanne,"Adventure, Comedy, Demons, Drama, Fantasy, Magic, Mystery, Romance, Shoujo",TV,44,7.52,31081,7.52,110.881304905179,752
7081,Danball Senki,"Action, Kids, Mecha",TV,44,7.29,3682,7.29,101.617941267419,729
2816,Toushou Daimos,"Adventure, Drama, Mecha, Romance, Sci-Fi, Shounen",TV,44,7.26,3100,7.26,99.2951736600527,726
5203,Shin Maple Town Monogatari: Palm Town-hen,"Fantasy, Slice of Life",TV,44,7.07,589,7.07,96.4856207816533,707
956,Daikuu Maryuu Gaiking,"Adventure, Mecha, Sci-Fi, Shounen",TV,44,7.02,919,7.02,98.2250510865272,702
926,Transformers Victory,"Adventure, Mecha, Sci-Fi, Shounen",TV,44,6.83,1418,6.83,92.5164495484972,683
3800,Arrow Emblem Grand Prix no Taka,"Cars, Drama, Sports",TV,44,6.66,820,6.66,95.5556692485642,666
3839,Himitsu no Akko-chan 3,"Magic, School, Shoujo",TV,44,6.4,378,6.4,87.9165983843084,640
11873,Oraa Guzura Dado (1987),"Comedy, Kids",TV,44,6.29,178,6.29,85.8529411354361,629
6583,Super Bikkuriman,"Adventure, Comedy, Demons, Fantasy, Sci-Fi",TV,44,6.55,158,6.55,88.2684460758376,655
12897,Uchuu Patrol Hopper,"Sci-Fi, Space",TV,44,6.54,138,6.54,89.8949818675971,654
30875,Washimo 3rd Season,"Comedy, Kids, School, Sci-Fi, Slice of Life",TV,44,5.5,69,5.5,74.7099235793785,550
