anime_id,name,genre,type,episodes,rating,members,rating_10,rating_100,rating_1000
5081,Bakemonogatari,"Mystery, Romance, Supernatural, Vampire",TV,15,8.39,482268,8.39,115.691639746282,839
1910,Master Keaton OVA,"Adventure, Mystery",OVA,15,7.91,3205,7.91,115.839196921516,791
28607,Hetalia: The World Twinkle,"Comedy, Historical, Parody",ONA,15,7.58,15872,7.58,103.033449784096,758
32323,Aishen Qiaokeli-ing...,"Comedy, Harem, Romance, School",ONA,15,7.33,11936,7.33,99.5866369943599,733
1457,Key the Metal Idol,"Action, Drama, Mecha, Music, Sci-Fi",OVA,15,7.09,7949,7.09,96.830071188578,709
579,Battle Programmer Shirase,"Comedy, Ecchi, Sci-Fi",TV,15,7.07,22292,7.07,101.288121459438,707
2832,Ani*Kuri15,"Adventure, Comedy, Drama, Fantasy, Game, Magic, Martial Arts, Mecha, School, Sci-Fi, Slice of Life, Super Power, Supernatural",Special,15,7.02,12926,7.02,95.7854801559439,702
21325,Pupipo!,"Comedy, School, Slice of Life, Supernatural",TV,15,6.9,12781,6.9,96.6642561325532,690
3288,Gundam Evolve,"Action, Mecha, Military, Space",OVA,15,6.89,6128,6.89,98.8431001540264,689
6230,Kyokujitsu no Kantai,"Action, Drama, Historical, Military",OVA,15,6.79,538,6.79,89.0127102814072,679
6094,A Piece of Phantasmagoria,"Fantasy, Kids",OVA,15,6.38,1862,6.38,90.1729639018088,638
4104,Mini Moni the TV,Comedy,TV,15,5.84,273,5.84,83.4064380423707,584
18133,Ikeike! Momon-chan,Comedy,TV,15,5.64,443,5.64,77.6059910566571,564
10003,Kago Shintarou Anime Sakuhin Shuu,"Comedy, Dementia, Horror, Seinen",OVA,15,5.23,1551,5.23,74.6994700185281,523
9903,"Chi Dor Dor, Chi Dor Dor",Kids,TV,15,5.77,87,5.77,83.2169485607026,577
25609,Genki Genki Non-tan,"Kids, Music",TV,15,6.17,56,6.17,90.5518067538865,617
29367,Jam the Housnail,"Adventure, Kids",TV,15,7,49,7,96.7916924531496,700
26087,Mama Ohanashi Kikasete,"Fantasy, Kids",TV,15,7.4,59,7.4,98.0690274543956,740
33225,Mobile Suit Gundam-san (ONA),"Comedy, Mecha, Parody",ONA,15,6.19,217,6.19,83.7708797101746,619
20085,Only You: Viva! Cabaret Club,Comedy,TV,15,6.8,75,6.8,95.4158606125841,680
33916,Wanwanwan Coin,Comedy,ONA,15,4.56,37,4.56,61.4775456626128,456
