anime_id,name,genre,type,episodes,rating,members,rating_10,rating_100,rating_1000
1137,Mushrambo,"Adventure, Drama, Fantasy, Sci-Fi, Shounen",TV,32,7.12,8722,7.12,99.9165403654898,712
6229,Konpeki no Kantai,"Action, Drama, Historical, Military",OVA,32,6.85,827,6.85,93.6736435151223,685
4723,Seishun Anime Zenshuu,"Drama, Historical, Romance",TV,32,6.84,605,6.84,97.5893577058677,684
3433,Go-Q-Choji Ikkiman,"Sci-Fi, Sports",TV,32,6.65,295,6.65,95.1566143190933,665
19755,Oshiri Kajiri Mushi (TV) 2nd Season,"Comedy, Kids",TV,32,5.53,450,5.53,74.64652652308,553
8520,Biriken,"Comedy, Kids",TV,32,5.22,102,5.22,71.6950093731357,522
23511,Choubakuretsu Ijigen Menko Battle: Gigant Shooter Tsukasa,"Action, Comedy, Game, Kids",TV,32,5.72,162,5.72,84.9099839267882,572
7177,Gokyoudai Monogatari,Comedy,TV,32,6.5,181,6.5,91.3056549524607,650
29846,Omakase! Miracle Cat-dan,"Comedy, Kids, Super Power",TV,32,5.25,240,5.25,68.0075775146023,525
13455,Zumomo to Nupepe,Comedy,TV,32,7,120,7,95.0215947908469,700
