anime_id,name,genre,type,episodes,rating,members,rating_10,rating_100,rating_1000
139,Hunter x Hunter: Greed Island Final,"Action, Adventure, Shounen, Super Power",OVA,14,8.41,55787,8.41,120.270220619917,841
15059,Initial D Fifth Stage,"Action, Cars, Drama, Seinen, Sports",TV,14,8.14,26711,8.14,112.452479986384,814
849,Suzumiya Haruhi no Yuuutsu,"Comedy, Mystery, Parody, School, Sci-Fi, Slice of Life",TV,14,8.06,428569,8.06,113.032030918702,806
33209,Huyao Xiao Hongniang: Wangquan Fugui,"Comedy, Romance, Supernatural",ONA,14,7.8,1119,7.8,115.572722509009,780
2929,Moonlight Mile 2nd Season: Touch Down,"Adventure, Drama, Sci-Fi, Space",TV,14,7.51,2758,7.51,104.095569801743,751
147,Kimi ga Nozomu Eien,"Drama, Romance, Slice of Life",TV,14,7.41,90379,7.41,106.183539471325,741
1860,Tokyo Majin Gakuen Kenpucho: Tou,"Action, Drama, Fantasy, Horror, Martial Arts, School, Supernatural",TV,14,7.31,43632,7.31,106.052318148039,731
277,Mahoromatic 2,"Comedy, Drama, Ecchi, Military, Romance, Sci-Fi",TV,14,7.3,21393,7.3,102.226707629719,730
1736,B&#039;T X Neo,"Action, Adventure, Shounen",OVA,14,7.29,2864,7.29,102.951117627653,729
4382,Suzumiya Haruhi no Yuuutsu (2009),"Comedy, Mystery, Parody, Romance, School, Sci-Fi, Slice of Life",TV,14,7.28,243448,7.28,102.616466537275,728
24973,Bokura wa Minna Kawaisou Specials,Comedy,Special,14,7.23,7292,7.23,102.390156424198,723
31233,Lu Shidai,"Action, Adventure, Comedy, Game, Parody",ONA,14,7.11,1762,7.11,100.140841562005,711
3620,Blue Seed Omake,"Comedy, Parody",Special,14,7.09,1952,7.09,96.698315459235,709
17115,Pokemon Best Wishes! Season 2: Episode N,"Action, Adventure, Comedy, Fantasy, Kids",TV,14,7.04,13647,7.04,96.3936143158456,704
19841,Super Seisyun Brothers,"Comedy, Josei, Slice of Life",TV,14,7,18072,7,96.5417891299188,700
33569,Re:Petit kara Hajimeru Isekai Seikatsu,"Adventure, Comedy, Fantasy",Special,14,6.95,14310,6.95,99.0941630193407,695
27857,Madan no Ou to Vanadis: Tigre-kun to Vanadi-chu,Comedy,ONA,14,6.8,8472,6.8,96.3134389668057,680
10807,Nichijou: Tanken Nichijou no Machi,"Comedy, School, Slice of Life",Special,14,6.79,10288,6.79,97.3770469342034,679
5016,Fluximation,Music,Music,14,6.74,2240,6.74,94.2568611405028,674
33309,Jie Mo Ren,"Action, Fantasy, Mystery, Supernatural",ONA,14,6.65,942,6.65,92.7500519634967,665
9943,Ore-sama Kingdom,"Romance, Shoujo",OVA,14,6.61,1846,6.61,91.6955093662681,661
2609,Kakyuusei (1999),"Drama, Harem, Romance, School",TV,14,6.36,1578,6.36,88.0775972750174,636
1743,Super Milk-chan,"Action, Comedy, Parody, Sci-Fi",TV,14,5.88,2476,5.88,83.1684334965918,588
27621,Glass no Kamen Desu ga to Z,"Comedy, Parody",TV,14,6.02,273,6.02,84.1487504646145,602
30704,Kakko Kawaii Sengen! Specials,Comedy,Special,14,5.13,106,5.13,76.6842219273032,513
13817,Kamiusagi Rope,"Comedy, Slice of Life",Movie,14,6,137,6,79.6682858562999,600
29851,Nekoronde Mite ne.,Comedy,ONA,14,3.43,54,3.43,51.3376920880775,343
25809,Ore-tachi Ijiwaru Kei,Comedy,TV,14,5.71,101,5.71,76.0841575968302,571
27453,Pororo-wa Noraehaeyo,"Kids, Music",TV,14,5.36,55,5.36,78.3394509315464,536
19981,Shisukon Ouji,Adventure,TV,14,7,65,7,97.9020050517972,700
31700,Xiao Taiji,"Action, Kids, Martial Arts",TV,14,5.86,45,5.86,77.2244103193394,586
5468,Yattokame Tanteidan,"Kids, Mystery, Slice of Life",TV,14,6.5,141,6.5,90.7047788624305,650
