anime_id,name,genre,type,episodes,rating,members,rating_10,rating_100,rating_1000
31933,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,"Action, Adventure, Comedy, Drama, Shounen, Supernatural",TV,39,8.57,74074,8.57,118.364018113769,857
17389,Kingdom 2nd Season,"Action, Historical, Military, Seinen",TV,39,8.57,31234,8.57,116.378945420326,857
440,Shoujo Kakumei Utena,"Drama, Fantasy, Psychological, Shoujo",TV,39,8.22,77464,8.22,112.55152762712,822
1914,Saiunkoku Monogatari 2nd Season,"Adventure, Comedy, Drama, Fantasy, Historical, Romance",TV,39,8.2,23160,8.2,115.029781226239,820
9996,Hyouge Mono,"Historical, Samurai, Seinen",TV,39,8.1,10649,8.1,111.185390848432,810
957,Saiunkoku Monogatari,"Adventure, Comedy, Drama, Fantasy, Historical, Romance",TV,39,8.06,50951,8.06,111.342417307234,806
4080,Kyou kara Maou! 3rd Series,"Adventure, Comedy, Fantasy, Romance, Shoujo",TV,39,7.97,19510,7.97,113.539755408401,797
5835,Hanasakeru Seishounen,"Drama, Romance, Shoujo",TV,39,7.9,37051,7.9,111.172128738361,790
795,Oniisama e...,"Drama, School, Shoujo, Shoujo Ai",TV,39,7.88,11424,7.88,114.297656155286,788
1279,Taiyou no Ko Esteban,"Adventure, Historical, Sci-Fi",TV,39,7.74,5424,7.74,108.85592005857,774
1251,Fushigi no Umi no Nadia,"Adventure, Comedy, Historical, Romance, Sci-Fi",TV,39,7.65,24229,7.65,107.329594976889,765
1239,Bishoujo Senshi Sailor Moon SuperS,"Drama, Magic, Romance, Shoujo",TV,39,7.64,55056,7.64,105.975177626787,764
5494,Konnichiwa Anne: Before Green Gables,"Drama, Historical, Kids, Slice of Life",TV,39,7.63,2723,7.63,106.092905137957,763
3199,Nanatsu no Umi no Tico,"Adventure, Slice of Life",TV,39,7.54,2123,7.54,106.761001602254,754
183,Whistle!,"School, Shounen, Sports",TV,39,7.53,8040,7.53,109.983636738369,753
2820,Time Travel Tondekeman!,"Action, Adventure, Comedy, Kids",TV,39,7.49,957,7.49,103.101178157577,749
12875,Ginga e Kickoff!!,"Shounen, Sports",TV,39,7.41,11907,7.41,104.804734199185,741
92,After War Gundam X,"Adventure, Drama, Mecha, Sci-Fi, Space",TV,39,7.39,19132,7.39,105.299000468989,739
1845,Gaiking: Legend of Daiku-Maryu,"Action, Mecha, Sci-Fi",TV,39,7.27,2640,7.27,99.1682941122113,727
2416,Grander Musashi RV,"Adventure, Sports",TV,39,7.27,987,7.27,103.150511060597,727
5983,Higepiyo,Comedy,TV,39,7.22,4427,7.22,103.258925812363,722
5200,Offside (TV),"Action, Drama, Sports",TV,39,7.22,1232,7.22,99.8313856989362,722
1264,Yoroiden Samurai Troopers,"Adventure, Samurai, Sci-Fi, Shounen",TV,39,7.21,11015,7.21,102.608745374807,721
5197,Dragon League,"Adventure, Comedy, Fantasy, Shounen, Sports",TV,39,7.18,558,7.18,98.8589619483682,718
1110,Mermaid Melody Pichi Pichi Pitch Pure,"Adventure, Comedy, Magic, Romance, Shoujo",TV,39,7.18,19311,7.18,103.290188064273,718
2810,Anime Himitsu no Hanazono,"Drama, Historical, Kids, Shoujo",TV,39,7.11,2188,7.11,99.7456934736266,711
930,Densetsu Kyojin Ideon,"Drama, Mecha, Sci-Fi, Space",TV,39,7.1,5517,7.1,101.833504224807,710
3811,Hoshi no Oujisama Petit Prince,Adventure,TV,39,7.09,736,7.09,99.2929644958513,709
