anime_id,name,genre,type,episodes,rating,members,rating_10,rating_100,rating_1000
9253,Steins;Gate,"Sci-Fi, Thriller",TV,24,9.17,673572,9.17,128.490489446393,917
4181,Clannad: After Story,"Drama, Fantasy, Romance, Slice of Life, Supernatural",TV,24,9.06,456749,9.06,130.341735812729,906
28171,Shokugeki no Souma,"Ecchi, School, Shounen",TV,24,8.61,348951,8.61,123.048051314165,861
26055,JoJo no Kimyou na Bouken: Stardust Crusaders 2nd Season,"Action, Adventure, Drama, Shounen, Supernatural",TV,24,8.6,93657,8.6,115.79221590999,860
22535,Kiseijuu: Sei no Kakuritsu,"Action, Drama, Horror, Psychological, Sci-Fi, Seinen",TV,24,8.59,425457,8.59,122.003514838887,859
25835,Shirobako,"Comedy, Drama",TV,24,8.49,146895,8.49,116.62915956974,849
23755,Nanatsu no Taizai,"Action, Adventure, Ecchi, Fantasy, Shounen, Supernatural",TV,24,8.42,331627,8.42,117.776969380525,842
1889,Higurashi no Naku Koro ni Kai,"Mystery, Psychological, Supernatural, Thriller",TV,24,8.41,218101,8.41,115.141312193689,841
1210,NHK ni Youkoso!,"Comedy, Drama, Psychological, Romance",TV,24,8.4,291228,8.4,114.271046346124,840
13759,Sakurasou no Pet na Kanojo,"Comedy, Drama, Romance, School, Slice of Life",TV,24,8.4,380375,8.4,117.66521958487,840
6746,Durarara!!,"Action, Mystery, Supernatural",TV,24,8.38,556431,8.38,126.722017999067,838
24277,Yowamushi Pedal: Grande Road,"Comedy, Drama, Shounen, Sports",TV,24,8.28,50778,8.28,118.216773242306,828
239,Gankutsuou,"Drama, Mystery, Sci-Fi, Supernatural, Thriller",TV,24,8.27,103828,8.27,115.015158402956,827
20899,JoJo no Kimyou na Bouken: Stardust Crusaders,"Action, Adventure, Drama, Shounen, Supernatural",TV,24,8.25,120089,8.25,112.421599696922,825
18,Initial D Fourth Stage,"Action, Cars, Drama, Seinen, Sports",TV,24,8.24,41584,8.24,117.939923901058,824
25013,Akatsuki no Yona,"Action, Adventure, Comedy, Fantasy, Romance, Shoujo",TV,24,8.23,216674,8.23,115.165650776048,823
8425,Gosick,"Drama, Historical, Mystery, Romance",TV,24,8.23,232113,8.23,117.514988717862,823
18679,Kill la Kill,"Action, Comedy, School, Super Power",TV,24,8.23,508118,8.23,114.471697739491,823
2034,Lovely★Complex,"Comedy, Romance, Shoujo",TV,24,8.23,235003,8.23,116.723115983479,823
3371,"Ginga Eiyuu Densetsu Gaiden: Senoku no Hoshi, Senoku no Hikari","Action, Military, Sci-Fi, Space",OVA,24,8.2,8621,8.2,114.941809183974,820
16,Hachimitsu to Clover,"Comedy, Drama, Josei, Romance",TV,24,8.18,130646,8.18,111.654275954062,818
1530,Kanon (2006),"Drama, Romance, Slice of Life, Supernatural",TV,24,8.17,163171,8.17,117.333737457984,817
14075,Zetsuen no Tempest,"Action, Drama, Fantasy, Magic, Mystery, Psychological, Shounen",TV,24,8.17,259900,8.17,114.375171323126,817
16049,Toaru Kagaku no Railgun S,"Action, Sci-Fi, Super Power",TV,24,8.16,137105,8.16,112.771459638094,816
10049,Nurarihyon no Mago: Sennen Makyou,"Action, Demons, Shounen, Supernatural",TV,24,8.15,75612,8.15,112.39879646223,815
2762,Igano Kabamaru,"Adventure, Comedy, Romance, Shounen",TV,24,8.13,5063,8.13,113.431567614631,813
28297,Ore Monogatari!!,"Comedy, Romance, Shoujo",TV,24,8.11,200833,8.11,115.697867913785,811
861,xxxHOLiC,"Comedy, Drama, Mystery, Psychological, Supernatural",TV,24,8.11,150872,8.11,112.744684221464,811
5678,Kobato.,"Comedy, Drama, Fantasy",TV,24,8.09,88986,8.09,117.422693646732,809
10721,Mawaru Penguindrum,"Comedy, Drama, Mystery, Psychological",TV,24,8.08,156689,8.08,115.215300463743,808
2158,Terra e... (TV),"Action, Drama, Military, Sci-Fi, Space",TV,24,8.07,36941,8.07,113.730184904368,807
4898,Kuroshitsuji,"Action, Comedy, Demons, Fantasy, Historical, Shounen, Supernatural",TV,24,8.06,424919,8.06,116.334030210511,806
400,Seihou Bukyou Outlaw Star,"Action, Adventure, Comedy, Sci-Fi, Space",TV,24,7.98,78600,7.98,108.829557712987,798
27947,Lupin III (2015),"Action, Adventure, Comedy, Shounen",TV,24,7.97,16938,7.97,112.01221817352,797
25517,Magic Kaito 1412,"Adventure, Comedy, Romance, Shounen",TV,24,7.95,43545,7.95,110.440727216313,795
17895,Golden Time,"Comedy, Romance, Seinen",TV,24,7.92,273191,7.92,114.081850771842,792
1887,Lucky☆Star,"Comedy, Parody, School, Slice of Life",TV,24,7.87,305837,7.87,113.626691573027,787
6213,Toaru Kagaku no Railgun,"Action, Sci-Fi, Super Power",TV,24,7.87,231079,7.87,108.684009702004,787
1699,Romeo x Juliet,"Drama, Fantasy, Historical, Romance",TV,24,7.85,91530,7.85,109.973446483152,785
22199,Akame ga Kill!,"Action, Adventure, Fantasy",TV,24,7.84,492133,7.84,113.781082377088,784
8937,Toaru Majutsu no Index II,"Action, Magic, Sci-Fi, Super Power",TV,24,7.84,184520,7.84,107.610416976864,784
8086,Densetsu no Yuusha no Densetsu,"Action, Adventure, Fantasy, Magic, Shounen",TV,24,7.83,130689,7.83,106.780557325321,783
1690,Bokurano,"Drama, Mecha, Psychological, Sci-Fi",TV,24,7.82,81408,7.82,111.438217059525,782
71,Full Metal Panic!,"Action, Comedy, Mecha, Military, Sci-Fi",TV,24,7.81,256325,7.81,108.942950769711,781
60,Chrno Crusade,"Action, Demons, Historical, Romance, Supernatural",TV,24,7.8,140865,7.8,106.128508936018,780
16011,Tokyo Ravens,"Comedy, School, Shounen, Super Power, Supernatural",TV,24,7.8,171384,7.8,111.543744900539,780
2787,Shakugan no Shana II (Second),"Action, Drama, Fantasy, Romance, School, Supernatural",TV,24,7.79,184525,7.79,112.444859307803,779
7592,Nurarihyon no Mago,"Action, Demons, Shounen, Supernatural",TV,24,7.78,122976,7.78,108.59763440079,778
3470,Special A,"Comedy, Romance, School, Shoujo",TV,24,7.78,173603,7.78,108.518667956504,778
1483,Master Keaton,"Adventure, Mystery",TV,24,7.76,9610,7.76,104.366434710183,776
584,Noein: Mou Hitori no Kimi e,"Adventure, Drama, Sci-Fi, Slice of Life",TV,24,7.74,56244,7.74,108.311295629641,774
355,Shakugan no Shana,"Action, Drama, Fantasy, Romance, School, Supernatural",TV,24,7.74,297058,7.74,110.914081516052,774
6773,Shakugan no Shana III (Final),"Action, Drama, Fantasy, Romance, Supernatural",TV,24,7.73,133010,7.73,109.717860414588,773
33350,Zhen Hun Jie,"Action, Supernatural",ONA,24,7.72,2480,7.72,101.904247570556,772
4654,Toaru Majutsu no Index,"Action, Magic, Sci-Fi, Super Power",TV,24,7.69,313114,7.69,111.801159324763,769
67,Basilisk: Kouga Ninpou Chou,"Action, Adventure, Fantasy, Historical, Romance, Samurai, Supernatural",TV,24,7.68,98144,7.68,105.92913309265,768
11759,Accel World,"Action, Game, Romance, School, Sci-Fi",TV,24,7.62,324284,7.62,110.772379113362,762
4060,Grimm Masterpiece Theater,"Adventure, Comedy, Fantasy, Kids, Magic",TV,24,7.62,1938,7.62,108.791045682781,762
4981,Casshern Sins,"Action, Adventure, Drama, Psychological, Sci-Fi",TV,24,7.61,80307,7.61,112.311747425044,761
356,Fate/stay night,"Action, Fantasy, Magic, Romance, Supernatural",TV,24,7.58,374880,7.58,107.15430410397,758
4186,Chrome Shelled Regios,"Action, Adventure, Fantasy, School, Sci-Fi",TV,24,7.57,103615,7.57,102.581945552959,757
156,X,"Action, Drama, Fantasy, Magic, Romance, Shoujo, Super Power",TV,24,7.56,51004,7.56,101.014707455822,756
25,Sunabouzu,"Action, Adventure, Comedy, Ecchi, Sci-Fi, Shounen",TV,24,7.55,65516,7.55,105.0302019204,755
31414,Nijiiro Days,"Comedy, Romance, School, Shoujo, Slice of Life",TV,24,7.52,57920,7.52,109.137746174612,752
1060,Oruchuban Ebichu,"Comedy, Ecchi, Seinen",TV,24,7.52,21109,7.52,111.170800346612,752
167,Scrapped Princess,"Adventure, Comedy, Drama, Fantasy, Mecha, Sci-Fi, Shounen",TV,24,7.52,54575,7.52,102.899011780235,752
23311,Garo: Honoo no Kokuin,"Action, Demons, Fantasy, Magic, Supernatural",TV,24,7.51,64214,7.51,107.738949768831,751
21435,Yama no Susume Second Season,"Adventure, Comedy, Slice of Life",TV,24,7.51,11413,7.51,102.529194539229,751
1691,Kaze no Stigma,"Action, Fantasy, Magic, Romance, Shounen",TV,24,7.5,205338,7.5,104.965045085341,750
2927,Kimikiss Pure Rouge,"Drama, Romance, School",TV,24,7.48,58211,7.48,107.763189823229,748
551,Grappler Baki: Saidai Tournament-hen,"Action, Martial Arts, Shounen, Sports",TV,24,7.46,13584,7.46,104.934682677501,746
6064,Higurashi no Naku Koro ni Kai Specials,"Comedy, Parody",Special,24,7.46,28216,7.46,102.87359315081,746
483,Kurau Phantom Memory,"Action, Drama, Sci-Fi, Space, Super Power",TV,24,7.46,17463,7.46,105.568505743237,746
198,Speed Grapher,"Action, Mystery, Super Power",TV,24,7.46,64627,7.46,106.4341176942,746
50,Aa! Megami-sama! (TV),"Comedy, Magic, Romance, Seinen, Supernatural",TV,24,7.45,96694,7.45,106.106233424502,745
15863,Ginga Kikoutai Majestic Prince,"Action, Mecha, School, Sci-Fi, Seinen, Space",TV,24,7.45,35196,7.45,105.345883166654,745
6030,Needless,"Action, Comedy, Ecchi, Sci-Fi, Super Power",TV,24,7.44,86942,7.44,103.612036958121,744
18277,Strike the Blood,"Action, Ecchi, Fantasy, Harem, School, Shounen, Supernatural, Vampire",TV,24,7.44,231387,7.44,104.342115708683,744
27,Trinity Blood,"Action, Supernatural, Vampire",TV,24,7.44,113791,7.44,99.3400229471995,744
161,Peace Maker Kurogane,"Action, Comedy, Historical, Samurai, Shounen",TV,24,7.43,35123,7.43,109.988931750192,743
7058,Uragiri wa Boku no Namae wo Shitteiru,"Adventure, Drama, Fantasy, Shoujo, Shounen Ai",TV,24,7.43,55040,7.43,106.918345786104,743
10444,Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku,"Action, Adventure, Comedy, Fantasy, Shounen",TV,24,7.42,12505,7.42,109.138226721782,742
287,Grappler Baki (TV),"Shounen, Sports",TV,24,7.41,23220,7.41,101.813260393402,741
27829,Heavy Object,"Action, Mecha, Military, Sci-Fi",TV,24,7.41,68382,7.41,105.904123574246,741
944,The Third: Aoi Hitomi no Shoujo,"Action, Adventure, Sci-Fi, Seinen",TV,24,7.4,14304,7.4,100.251702687306,740
935,Witchblade,"Action, Sci-Fi, Super Power",TV,24,7.4,64697,7.4,99.9516626459886,740
104,Ayashi no Ceres,"Adventure, Comedy, Drama, Horror, Psychological, Romance, Shoujo, Supernatural",TV,24,7.38,38336,7.38,99.1244835007622,738
152,Solty Rei,"Action, Sci-Fi, Super Power",TV,24,7.38,17943,7.38,105.186269040187,738
1013,Le Chevalier D&#039;Eon,"Historical, Magic, Mystery, Seinen, Supernatural",TV,24,7.36,33035,7.36,104.124694587845,736
21881,Sword Art Online II,"Action, Adventure, Fantasy, Game, Romance",TV,24,7.35,537892,7.35,107.375239188719,735
469,Karin,"Comedy, Romance, School, Shounen, Vampire",TV,24,7.33,106142,7.33,104.798080711102,733
7261,Mameshiba,Comedy,Special,24,7.33,3085,7.33,101.537416783225,733
274,Kiddy Grade,"Action, Ecchi, Mecha, Sci-Fi, Super Power",TV,24,7.31,30766,7.31,106.539269440873,731
79,Shuffle!,"Comedy, Drama, Ecchi, Fantasy, Harem, Magic, Romance, School, Seinen",TV,24,7.31,158772,7.31,107.344150230985,731
3322,Wagaya no Oinari-sama.,"Adventure, Fantasy, Shounen, Supernatural",TV,24,7.31,23132,7.31,102.296898301663,731
1017,Majutsushi Orphen,"Action, Adventure, Comedy, Demons, Fantasy, Magic",TV,24,7.3,20105,7.3,107.743617667047,730
189,Love Hina,"Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life",TV,24,7.28,156627,7.28,107.177519498478,728
1538,Pumpkin Scissors,"Action, Comedy, Drama, Military",TV,24,7.25,23931,7.25,100.836794800213,725
53,Ai Yori Aoshi,"Comedy, Drama, Harem, Romance, Slice of Life",TV,24,7.24,66597,7.24,101.891710617798,724
1164,Mahou Senshi Louie,"Adventure, Comedy, Fantasy, Magic, Shounen",TV,24,7.24,12687,7.24,98.4899647887772,724
424,Dirty Pair,"Adventure, Comedy, Police, Sci-Fi",TV,24,7.22,9131,7.22,102.634836757408,722
1588,Mamoru-kun ni Megami no Shukufuku wo!,"Comedy, Romance, School",TV,24,7.21,16922,7.21,103.458146368488,721
11021,Muv-Luv Alternative: Total Eclipse,"Action, Mecha, Military, Sci-Fi",TV,24,7.21,55531,7.21,104.654151351113,721
831,Chicchana Yukitsukai Sugar,"Comedy, Fantasy, Slice of Life",TV,24,7.19,14955,7.19,100.008101875993,719
2931,Mokke,"Mystery, Slice of Life, Supernatural",TV,24,7.19,8362,7.19,102.071910268192,719
2369,Rental Magica,"Fantasy, Mystery, Supernatural",TV,24,7.18,39806,7.18,100.598327346153,718
5220,Shangri-La,"Action, Drama, Sci-Fi",TV,24,7.16,38495,7.16,98.5577215208489,716
32802,Cardfight!! Vanguard G: Stride Gate-hen,"Action, Game, Shounen",TV,24,7.14,2121,7.14,99.3198194160515,714
383,Galaxy Angel,"Comedy, Sci-Fi",TV,24,7.14,17601,7.14,100.210128965808,714
3656,Monochrome Factor,"Action, Shounen Ai, Supernatural",TV,24,7.13,36517,7.13,95.9624174704032,713
174,Tenjou Tenge,"Action, Comedy, Ecchi, Martial Arts, School, Shounen, Super Power",TV,24,7.1,103449,7.1,97.5033239306105,710
32494,Days (TV),"School, Shounen, Sports",TV,24,7.09,49219,7.09,97.6329055888458,709
2717,Ginga Tetsudou Monogatari: Eien e no Bunkiten,"Action, Adventure, Drama, Sci-Fi, Space",TV,24,7.09,2072,7.09,96.9195169300265,709
3653,Kurogane no Linebarrels,"Action, Mecha, Sci-Fi",TV,24,7.09,30225,7.09,101.744328082397,709
3407,Blassreiter,"Action, Sci-Fi",TV,24,7.07,55444,7.07,101.915177599456,707
127,Gate Keepers,"Action, Comedy, Fantasy, Mecha, Sci-Fi, Shounen",TV,24,7.07,14582,7.07,96.9431245408618,707
2613,Mirai Shounen Conan 2: Taiga Daibouken,"Adventure, Drama, Sci-Fi",TV,24,7.03,931,7.03,96.9741006341198,703
193,Maburaho,"Comedy, Drama, Ecchi, Harem, Magic, Romance, School",TV,24,7.01,61004,7.01,99.29586206063,701
5091,Manga Sarutobi Sasuke,"Adventure, Comedy, Historical, Supernatural",TV,24,7,523,7,96.1278867247325,700
