anime_id,name,genre,type,episodes,rating,members,rating_10,rating_100,rating_1000
2748,Dash! Kappei,"Comedy, Ecchi, Shounen, Sports",TV,65,7.3,2578,7.3,102.61332774964,730
9539,Cardfight!! Vanguard,"Action, Adventure, Demons, Game, Shounen",TV,65,7.25,24821,7.25,103.153262597891,725
1826,Deltora Quest,"Adventure, Fantasy, Kids",TV,65,7.11,10591,7.11,97.125822529732,711
8234,Muumin,"Adventure, Comedy, Fantasy, Slice of Life",TV,65,7.1,2090,7.1,100.196785060663,710
5688,Gegege no Kitarou (1968),"Adventure, Comedy, Fantasy, Horror, Supernatural",TV,65,7.06,1276,7.06,98.1230467623351,706
6383,Chargeman Ken!,"Action, Adventure, Sci-Fi, Shounen",TV,65,6.68,427,6.68,97.1142295933882,668
8220,Baby Felix,"Comedy, Kids",TV,65,5.68,240,5.68,86.539349087403,568
29527,Kagee Mukashibanashi,"Adventure, Demons, Drama, Fantasy, Historical, Kids, Magic, Romance, Samurai, Supernatural",TV,65,7.5,87,7.5,109.926418166209,750
8899,Kaitei Shounen Marine,"Action, Adventure, Kids, Sci-Fi",TV,65,6.49,213,6.49,82.8397324303653,649
3458,Pi Po Pa Po Patrol-kun,"Comedy, Kids",TV,65,6.05,153,6.05,82.076945077536,605
13307,Shounen Ninja Kaze no Fujimaru,"Action, Adventure, Samurai, Shounen",TV,65,5.29,189,5.29,72.1597737645704,529
