anime_id,name,genre,type,episodes,rating,members,rating_10,rating_100,rating_1000
15195,Hetalia: The Beautiful World,"Comedy, Historical, Parody",ONA,20,7.98,34960,7.98,113.183657128835,798
18897,Nisekoi,"Comedy, Harem, Romance, School, Shounen",TV,20,7.91,347599,7.91,109.463972062296,791
33605,Ling Qi,"Action, Comedy, Magic, Supernatural",ONA,20,7.69,2673,7.69,111.851033956887,769
3369,Shoubushi Densetsu Tetsuya,"Game, Historical, Shounen",TV,20,7.62,3735,7.62,106.655758280427,762
1608,Salaryman Kintarou,"Comedy, Drama, Seinen",TV,20,7.61,4151,7.61,107.652553031415,761
435,Magic Knight Rayearth,"Adventure, Comedy, Drama, Fantasy, Magic, Mecha, Romance, Shoujo",TV,20,7.53,34141,7.53,102.712361043279,753
344,Futatsu no Spica,"Drama, School, Sci-Fi, Supernatural",TV,20,7.47,5894,7.47,106.32033512646,747
33969,Shuangsheng Lingtan,"Mystery, Psychological",ONA,20,7.45,1227,7.45,102.105414836781,745
4663,Tekken Chinmi,"Action, Adventure, Historical, Martial Arts, Shounen",TV,20,7.43,1833,7.43,106.454464762356,743
2011,Taiho Shichau zo Special,"Action, Comedy, Police, Shounen",TV,20,7.17,2856,7.17,95.563602491984,717
3807,Honoo no Alpenrose: Judy &amp; Randy,"Drama, Historical, Romance, Shoujo",TV,20,7.09,979,7.09,99.3091713762598,709
15005,Kyou no Asuka Show,"Comedy, Ecchi, Seinen",ONA,20,6.84,15032,6.84,105.028546453362,684
27911,Anime de Wakaru Shinryounaika,"Comedy, Seinen",ONA,20,6.76,21416,6.76,98.2206264580379,676
744,Trouble Chocolate,"Comedy, Romance, Sci-Fi, Shounen",TV,20,6.69,2747,6.69,93.4344717048714,669
17873,Pokemon Best Wishes! Season 2: Decolora Adventure,"Action, Adventure, Comedy, Fantasy, Kids",TV,20,6.61,12499,6.61,96.7261725881906,661
9395,Miyanishi Tatsuya Gekijou: Omae Umasou da na,"Adventure, Kids",TV,20,6.58,833,6.58,91.6779045153651,658
4591,Yoiko,"Comedy, School, Slice of Life",TV,20,6.4,2238,6.4,88.762059589286,640
1508,Sci-fi Harry,"Drama, Horror, Sci-Fi",TV,20,6.38,5194,6.38,85.6439043139546,638
23897,Lovely Movie: Itoshi no Muco,Slice of Life,TV,20,6.37,503,6.37,90.0205569967148,637
5344,Time Bokan Series: Itadakiman,Mecha,TV,20,6.37,298,6.37,91.4978252398681,637
4939,Macross Fufonfia,"Comedy, Parody",ONA,20,5.76,2189,5.76,80.8105087129599,576
15545,Oshiri Kajiri Mushi (TV),"Comedy, Kids",TV,20,5.35,870,5.35,73.2049499327852,535
24989,Agukaru: Play with Ibaraki-hen,"Magic, Slice of Life, Supernatural",ONA,20,4.81,171,4.81,68.0314721162516,481
33273,Bouningen Weekend,Slice of Life,ONA,20,4.87,68,4.87,73.2633420035098,487
9540,Bucket de Gohan,Comedy,TV,20,7.13,119,7.13,97.219323102996,713
20083,Doteraman,"Comedy, Sci-Fi",TV,20,6,79,6,82.0777217855206,600
8478,Doubutsu Kankyou Kaigi,Kids,TV,20,5.68,151,5.68,78.3952927199637,568
9781,Hyouga Senshi Gaislugger,"Action, Mecha, Sci-Fi",TV,20,6.37,155,6.37,90.6810139950456,637
9902,Hyper ERT,Kids,TV,20,6,73,6,80.1262492478765,600
5140,Karaoke Senshi Mike-tarou,"Kids, Music",TV,20,7.05,159,7.05,98.52809373357,705
31924,Monchhichiisu,Kids,TV,20,4.8,39,4.8,70.920727962021,480
22325,Ningen Kakumei,Slice of Life,OVA,20,8,86,8,110.517574356996,800
7398,Sekai Meisaku Douwa,Fantasy,OVA,20,6.49,207,6.49,91.5419449206042,649
20223,Shounen Tokugawa Ieyasu,"Drama, Historical, Shounen",TV,20,7,94,7,99.4318225639465,700
16454,Surf Side High-School,"Comedy, Ecchi, School",TV,20,5.91,147,5.91,84.23765835188,591
29747,Warai no Show Gakkou,"Comedy, Kids",TV,20,6,38,6,79.7972444090551,600
