anime_id,name,genre,type,episodes,rating,members,rating_10,rating_100,rating_1000
32935,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,"Comedy, Drama, School, Shounen, Sports",TV,10,9.15,93351,9.15,127.338621813473,915
24701,Mushishi Zoku Shou 2nd Season,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",TV,10,8.88,75894,8.88,119.716507485123,888
21939,Mushishi Zoku Shou,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",TV,10,8.8,101351,8.8,124.377887533049,880
777,Hellsing Ultimate,"Action, Horror, Military, Seinen, Supernatural, Vampire",OVA,10,8.59,297454,8.59,117.2270786301,859
22145,Kuroshitsuji: Book of Circus,"Comedy, Demons, Fantasy, Historical, Shounen, Supernatural",TV,10,8.37,122895,8.37,115.686405660938,837
851,Kyou kara Ore wa!!,"Comedy, Shounen",OVA,10,8.15,7954,8.15,116.784918515212,815
29095,Grisaia no Rakuen,"Drama, Harem, Psychological, Romance",TV,10,8.08,111962,8.08,108.306670970667,808
30831,Kono Subarashii Sekai ni Shukufuku wo!,"Adventure, Comedy, Fantasy, Supernatural",TV,10,8.03,244877,8.03,111.238505275156,803
397,Seikai no Senki II,"Action, Military, Romance, Sci-Fi, Space",TV,10,7.97,13888,7.97,104.518224742483,797
19703,Kyousou Giga (TV),"Action, Fantasy, Supernatural",TV,10,7.95,67732,7.95,109.539928809525,795
15315,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,"Comedy, Fantasy, Supernatural",TV,10,7.85,218231,7.85,110.831850583513,785
24135,Nobunaga Concerto,"Historical, Romance, Shounen",TV,10,7.79,25167,7.79,107.829536646272,779
10790,Kore wa Zombie Desu ka? of the Dead,"Action, Comedy, Ecchi, Harem, Magic, Supernatural",TV,10,7.78,180032,7.78,107.79840376007,778
9065,Hakuouki Hekketsuroku,"Action, Drama, Historical, Josei, Samurai, Supernatural",TV,10,7.76,49771,7.76,110.886907307323,776
21755,New Prince of Tennis OVA vs. Genius10,"Action, Comedy, Shounen, Sports",OVA,10,7.72,6238,7.72,108.953231747709,772
21105,Love Stage!!,"Comedy, Romance, Shounen Ai",TV,10,7.69,83397,7.69,105.769082890462,769
11633,Blood Lad,"Action, Comedy, Demons, Seinen, Supernatural, Vampire",TV,10,7.55,241513,7.55,106.354379878842,755
19221,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru","Comedy, Romance, School",TV,10,7.55,179569,7.55,105.054337200042,755
31680,Super Lovers,"Comedy, Drama, Romance, Shounen Ai, Slice of Life",TV,10,7.54,36781,7.54,108.123073844508,754
19163,Date A Live II,"Comedy, Harem, Mecha, Romance, School, Sci-Fi",TV,10,7.5,186187,7.5,108.90377549461,750
33241,Honobono Log,"Romance, Slice of Life",TV,10,7.48,9053,7.48,105.880458794794,748
10464,Seitokai no Ichizon Lv.2,"Comedy, Harem, Parody, School",ONA,10,7.48,41169,7.48,103.019148581362,748
20509,Fate/kaleid liner Prisma☆Illya 2wei!,"Action, Comedy, Fantasy, Magic",TV,10,7.47,56859,7.47,105.598612069865,747
27525,Fate/kaleid liner Prisma☆Illya 2wei Herz!,"Action, Comedy, Fantasy, Magic, Slice of Life",TV,10,7.39,42499,7.39,101.52974623937,739
29325,Ghost in the Shell: Arise - Alternative Architecture,"Mecha, Police, Psychological, Sci-Fi",TV,10,7.33,21805,7.33,101.432809411373,733
24231,Hitsugi no Chaika: Avenging Battle,"Action, Adventure, Comedy, Fantasy, Romance, Shounen",TV,10,7.33,91049,7.33,107.77910822124,733
1168,Musekinin Kanchou Tylor OVA,"Adventure, Comedy, Drama, Military, Sci-Fi, Space",OVA,10,7.33,5006,7.33,98.9587181274656,733
3298,Hatenkou Yuugi,"Adventure, Comedy, Drama, Fantasy, Romance, Shoujo",TV,10,7.3,25885,7.3,101.020568419187,730
14829,Fate/kaleid liner Prisma☆Illya,"Action, Comedy, Fantasy, Magic",TV,10,7.28,100392,7.28,99.8942043947817,728
20457,"Inari, Konkon, Koi Iroha.","Comedy, Romance, School, Seinen, Supernatural",TV,10,7.28,65402,7.28,100.678546555947,728
10647,Ao no Exorcist: Ura Ex,"Action, Fantasy, Shounen, Supernatural",Special,10,7.26,43615,7.26,100.004672470975,726
4200,Dirty Pair OVA,"Adventure, Comedy, Police, Sci-Fi",OVA,10,7.23,2783,7.23,104.920539749934,723
842,Ushio to Tora,"Action, Comedy, Horror",OVA,10,7.23,6086,7.23,100.753771686474,723
7904,Kemono no Souja Erin: Soushuuhen,"Adventure, Drama, Fantasy, Historical, Slice of Life",TV,10,7.14,1386,7.14,105.050613156468,714
30363,Shinmai Maou no Testament Burst,"Action, Demons, Ecchi, Fantasy, Harem, Romance",TV,10,7.13,93293,7.13,101.969674376097,713
1465,Hakaima Sadamitsu,"Action, Mecha, School, Sci-Fi, Seinen",TV,10,7.05,3300,7.05,100.564478151386,705
580,Kogepan,Comedy,TV,10,7.04,4436,7.04,96.3593492330955,704
9693,Moshidora,"Drama, Sports",TV,10,7.01,15952,7.01,93.0868890128393,701
1214,Binbou Shimai Monogatari,"Comedy, Drama, Seinen, Slice of Life",TV,10,6.95,11966,6.95,96.7363953131952,695
9806,Qin Shiming Yue Zhi: Bai Bu Fei Jian,"Action, Fantasy, Historical, Martial Arts",TV,10,6.94,1070,6.94,97.4717815719344,694
318,Hand Maid May,"Comedy, Ecchi, Harem, Romance, Sci-Fi",TV,10,6.85,17895,6.85,91.3015952422139,685
12503,Mirai Nikki (TV): Ura Mirai Nikki,"Action, Comedy, Mystery, Psychological, Shounen, Supernatural, Thriller",Special,10,6.79,32565,6.79,92.7660218420396,679
3381,Fushigi no Umi no Nadia Specials,"Adventure, Sci-Fi",Special,10,6.78,1927,6.78,93.285236118151,678
3923,Kamen Rider Den-O: Imagin Anime,"Action, Adventure, Comedy, Kids, Super Power",OVA,10,6.78,699,6.78,94.1992762126086,678
11103,Busou Shinki Moon Angel,"Action, Sci-Fi",ONA,10,6.68,9743,6.68,90.7992257723923,668
10384,Sono Hanabira ni Kuchizuke wo: Reo x Mai Diaries,"Comedy, Romance, School, Shoujo Ai",ONA,10,6.66,5125,6.66,93.5909796754303,666
12317,Upotte!!,"Action, Comedy, Military, Seinen",ONA,10,6.63,43759,6.63,95.8235645254023,663
17409,Sukitte Ii na yo.: Mei and Marshmallow,"Romance, School, Shoujo",Special,10,6.62,17684,6.62,87.7453050272114,662
22785,Sono Hanabira ni Kuchizuke wo: Risa x Miya Gekijou,"Comedy, Romance, School, Shoujo Ai, Slice of Life",ONA,10,6.6,2291,6.6,94.3003211959716,660
17637,Miyakawa-ke no Kuufuku,Slice of Life,ONA,10,6.59,12077,6.59,87.422823425794,659
22053,Gakkou no Kaidan (OVA),"Comedy, Horror, Mystery, Supernatural",OVA,10,6.57,452,6.57,88.3159200578631,657
26443,Triage X,"Action, Adventure, Ecchi, Shounen",TV,10,6.44,59632,6.44,85.7724881088018,644
8960,MonHun Nikki Girigiri Airou Mura: Airou Kiki Ippatsu,"Action, Comedy",TV,10,6.42,787,6.42,91.1818779417961,642
15565,Maken-Ki! Two,"Action, Ecchi, Harem, Martial Arts, School, Super Power",TV,10,6.35,49842,6.35,88.7549996295612,635
14073,Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu,"Comedy, Ecchi, Parody, School, Shounen",ONA,10,6.34,16438,6.34,92.1391580976434,634
12411,UN-GO: Inga Nikki,Parody,ONA,10,6.34,4951,6.34,89.881931908278,634
7723,Hipira-kun,"Comedy, Fantasy, Kids, Supernatural, Vampire",TV,10,6.32,1923,6.32,93.962291344409,632
15979,Eureka Seven AO: Aratanari Fukaki Ao,"Comedy, Slice of Life",ONA,10,6.29,3331,6.29,88.7110002191886,629
5723,Mobile Suit Gundam: More Information on the Universal Century,"Mecha, Military, Sci-Fi, Space",Special,10,6.28,1350,6.28,90.6896233309788,628
1955,Kimagure Robot,"Comedy, Fantasy, Sci-Fi",TV,10,6.22,1521,6.22,85.3360236167341,622
25429,Isuca,"Action, Comedy, Ecchi, Romance, School, Seinen, Supernatural",TV,10,6.17,63638,6.17,84.3484974401703,617
10908,Kakko Kawaii Sengen! 2,Comedy,TV,10,6.17,324,6.17,87.8204609936069,617
