anime_id,name,genre,type,episodes,rating,members,rating_10,rating_100,rating_1000
2559,Romeo no Aoi Sora,"Adventure, Drama, Historical, Slice of Life",TV,33,8.47,15074,8.47,114.251221627122,847
5832,Tiger Mask Nisei,"Action, Drama, Sports",TV,33,7.45,2225,7.45,100.762419091664,745
2716,Urayasu Tekkin Kazoku,"Comedy, Shounen",TV,33,7.24,923,7.24,100.783130974709,724
21729,Cardfight!! Vanguard: Legion Mate-hen,"Action, Adventure, Demons, Game, Shounen",TV,33,7.08,5900,7.08,96.9159833970824,708
5223,Robotan (1986),"Comedy, Kids",TV,33,6.47,294,6.47,92.064481605483,647
29359,Bazar dé Gozarre,Comedy,Special,33,4.67,58,4.67,65.1620226118321,467
9345,Gakkou no Kowai Uwasa Shin: Hanako-san ga Kita!!,"Comedy, Horror, School, Supernatural",TV,33,6.53,341,6.53,90.4603838057883,653
15915,Magical Hat,"Adventure, Comedy, Fantasy, Kids",TV,33,5.3,140,5.3,73.1407782800966,530
10239,Mayutoro The Toons,"Comedy, Fantasy, Kids",TV,33,5.38,76,5.38,71.2107807713381,538
17423,Pink Lady Monogatari: Eikou no Tenshi-tachi,"Drama, Music, Slice of Life",TV,33,6.33,111,6.33,82.234077649439,633
23313,Zettai Zetsumei Dangerous Jiisan,"Comedy, Kids",TV,33,5.82,76,5.82,81.5814869469724,582
