anime_id,name,genre,type,episodes,rating,members,rating_10,rating_100,rating_1000
23273,Shigatsu wa Kimi no Uso,"Drama, Music, Romance, School, Shounen",TV,22,8.92,416397,8.92,122.485130466874,892
13601,Psycho-Pass,"Action, Police, Psychological, Sci-Fi",TV,22,8.5,509109,8.5,117.689731581389,850
24833,Ansatsu Kyoushitsu (TV),"Action, Comedy, School, Shounen",TV,22,8.2,312654,8.2,115.775807577486,820
12189,Hyouka,"Mystery, School, Slice of Life",TV,22,8.17,372246,8.17,114.403180356147,817
7724,Shiki,"Mystery, Supernatural, Thriller, Vampire",TV,22,7.99,251093,7.99,111.789872556937,799
4087,Michiko to Hatchin,"Action, Adventure",TV,22,7.9,82625,7.9,113.711713438465,790
10793,Guilty Crown,"Action, Drama, Sci-Fi, Super Power",TV,22,7.81,460959,7.81,109.529009214967,781
26,Texhnolyze,"Action, Drama, Psychological, Sci-Fi",TV,22,7.78,95859,7.78,107.178770644389,778
880,Aa! Megami-sama!: Sorezore no Tsubasa,"Comedy, Magic, Romance, Seinen, Supernatural",TV,22,7.69,42026,7.69,109.891638446341,769
2562,Shion no Ou,"Drama, Game, Mystery, Thriller",TV,22,7.66,20553,7.66,106.907773450422,766
3673,Nijuu Mensou no Musume,"Action, Adventure, Mystery",TV,22,7.65,21009,7.65,111.61017807147,765
2596,Shinreigari: Ghost Hound,"Mystery, Psychological, Sci-Fi, Supernatural",TV,22,7.59,78469,7.59,108.785805249667,759
2203,Waga Seishun no Arcadia: Mugen Kidou SSX,"Action, Adventure, Drama, Sci-Fi, Space",TV,22,7.56,2587,7.56,103.468086190474,756
32792,Mobile Suit Gundam Unicorn RE:0096,"Action, Drama, Mecha, Military, Sci-Fi, Space",TV,22,7.56,9767,7.56,108.132157543769,756
31227,Kindaichi Shounen no Jikenbo Returns 2nd Season,"Mystery, Shounen",TV,22,7.5,3676,7.5,99.0515541019015,750
13599,Robotics;Notes,"Drama, Mystery, School, Sci-Fi",TV,22,7.43,107304,7.43,100.527945091703,743
1601,Red Garden,"Drama, Mystery",TV,22,7.22,27169,7.22,99.8158382743674,722
8986,Supernatural The Animation,"Action, Demons, Horror, Supernatural",OVA,22,7.2,18528,7.2,99.6947465620511,720
1568,Sumomomo Momomo: Chijou Saikyou no Yome,"Comedy, Martial Arts, Romance",TV,22,7.08,31385,7.08,96.8464867382193,708
8285,Ai no Senshi Rainbowman,"Action, Adventure, Mecha, Sci-Fi",TV,22,7.05,524,7.05,98.5955342763365,705
19365,Samurai Flamenco,"Action, Comedy, Parody",TV,22,7,74324,7,95.570062592482,700
1541,Souten no Ken,"Action, Historical, Martial Arts",TV,22,6.89,4160,6.89,92.3702301912335,689
2703,Chousoku Spinner,"Shounen, Sports",TV,22,6.85,1888,6.85,91.5428471663486,685
4136,Penguin Musume♥Heart,"Comedy, Ecchi, School, Slice of Life",ONA,22,6.85,12195,6.85,97.4903671734129,685
626,Mamotte Shugogetten!,"Comedy, Fantasy, Magic, Romance, Shounen",TV,22,6.79,4995,6.79,93.8156414770965,679
347,Wild Arms: Twilight Venom,"Action, Adventure, Fantasy, Magic, Sci-Fi, Vampire",TV,22,6.75,4750,6.75,96.1938232672071,675
10338,Honto ni Atta! Reibai Sensei,"Comedy, School, Shounen, Supernatural",TV,22,6.66,5082,6.66,102.552255699172,666
31573,Brave Beats,"Adventure, Music",TV,22,6.65,2299,6.65,91.4933928681248,665
1537,Genshi Shounen Ryuu,"Action, Adventure, Romance, Sci-Fi, Shounen",TV,22,6.55,731,6.55,84.4630981969856,655
4614,Moero Arthur: Hakuba no Ouji,"Adventure, Drama, Historical, Romance",TV,22,6.37,267,6.37,92.7257851029149,637
1975,Mutekiou Tri-Zenon,"Mecha, Sci-Fi",TV,22,6.21,483,6.21,86.1722291431221,621
8239,Anime Yasei no Sakebi,"Adventure, Drama",TV,22,6.11,182,6.11,85.5716832682883,611
8521,Biriken Nandemo Shoukai,"Comedy, Kids",TV,22,4.77,96,4.77,66.4190838003781,477
6636,Chou Kousoku Galvion,"Action, Mecha, Military, Police",TV,22,6.32,364,6.32,89.36502743436,632
9028,Edokko Boy: Gatten Tasuke,"Comedy, Martial Arts, Police, Sports",TV,22,6.37,173,6.37,84.887390496739,637
23607,Gaki Deka,"Comedy, Ecchi, Kids, Parody, Shounen",TV,22,5,72,5,73.7655416738662,500
10540,Genki!! Ekoda-chan,Comedy,TV,22,5.5,189,5.5,80.0558663970238,550
10539,Hato no Oyome-san,Comedy,TV,22,3.62,168,3.62,53.3158546557266,362
23901,Lovely Movie: Itoshi no Muco Season 2,Slice of Life,TV,22,5.58,293,5.58,71.8761769323485,558
25139,Oh! My Konbu,"Comedy, Shounen, Slice of Life",TV,22,6.38,70,6.38,89.4835667392213,638
10633,Shiodome Cable TV,Comedy,TV,22,5.35,114,5.35,74.4409150202536,535
17211,Shouwa Ahozoushi Akanuke Ichiban!,"Comedy, Shoujo",TV,22,7.28,246,7.28,103.505244089471,728
