anime_id,name,genre,type,episodes,rating,members,rating_10,rating_100,rating_1000
153,Juuni Kokuki,"Action, Adventure, Fantasy, Magic, Supernatural",TV,45,8.16,66646,8.16,115.164776415788,816
407,Tantei Gakuen Q,"Comedy, Drama, Mystery, Police, Shounen",TV,45,7.87,16591,7.87,105.170578293408,787
331,Mahoujin Guru Guru,"Adventure, Comedy, Fantasy, Magic, Shounen",TV,45,7.75,3725,7.75,110.607245379025,775
2542,Lady Georgie,"Drama, Historical, Romance, Shoujo",TV,45,7.28,4157,7.28,101.643176773012,728
2400,Ghost Sweeper GS Mikami,"Comedy, Supernatural",TV,45,7.27,5118,7.27,97.7304903710902,727
3837,Mashin Eiyuuden Wataru,"Adventure, Comedy, Mecha, Sci-Fi, Shounen",TV,45,7.11,956,7.11,100.673718667067,711
5891,Kousoku Denjin Albegus,Mecha,TV,45,6.99,698,6.99,101.790511209211,699
7845,Seton Doubutsuki,"Adventure, Fantasy",TV,45,6.96,187,6.96,96.0607982169928,696
6971,Gegege no Kitarou (1971),"Adventure, Demons, Super Power, Supernatural",TV,45,6.84,556,6.84,100.033759045897,684
6672,Video Senshi Lezarion,"Action, Mecha, Sci-Fi",TV,45,6.72,344,6.72,98.498273998452,672
3881,Majokko Tickle,"Comedy, Magic, Shoujo",TV,45,6.43,471,6.43,87.6261686474496,643
3022,Haai Step Jun,"Action, Romance, School, Sci-Fi",TV,45,6.41,400,6.41,95.7946578732559,641
2823,Barbapapa,"Comedy, Fantasy",TV,45,6.26,1385,6.26,89.6803767731895,626
2827,Calimero,Comedy,TV,45,6.24,2279,6.24,80.1180846972681,624
12039,What&#039;s Michael? (TV),Comedy,TV,45,7.13,208,7.13,100.683422394148,713
